Crop,Season,State,Area,Soil Type,Pesticide Usage,pH,Temperature,Fertilizer Usage,Price,Rainfall
Sugarcane,Whole Year ,Karnataka,406950.0,Red/Yellow Soil,low,High,Medium,High,3015.509199,2761.2
Wheat,Rabi       ,Karnataka,260486.0,Alluvial Soil,high,High,High,Medium,2443.242946,2802.9
Banana,Whole Year ,Kerala,50871.0,Alluvial Soil,high,High,Medium,Medium,2474.098643,2257.2
Cotton(lint),Kharif     ,Kerala,3760.0,Alluvial Soil,low,Low,High,Medium,1835.253272,2626.4
Groundnut,Kharif     ,Kerala,2437.0,Alluvial Soil,high,Average,High,High,2441.369546,2535.8
Ragi,Kharif     ,Kerala,1947.0,Alluvial Soil,low,High,Medium,High,2750.945241,2342.2
Rice,Autumn     ,Kerala,116540.0,Alluvial Soil,low,Low,High,Medium,2179.683227,2195.3
Rice,Summer     ,Kerala,43850.0,Alluvial Soil,low,Low,Medium,High,2274.7839,2295.9
Rice,Winter     ,Kerala,161978.0,Alluvial Soil,high,Low,High,Low,2737.813305,2511.8
Sugarcane,Whole Year ,Kerala,3267.0,Alluvial Soil,high,High,Low,Medium,2057.002833,2729.6
Cotton(lint),Kharif     ,Meghalaya,7323.0,Black Soil,low,Average,Low,Low,2817.340302,2398.9
Potato,Whole Year ,Meghalaya,18151.0,Black Soil,high,Average,Medium,High,2340.356833,2789.3
Rice,Kharif     ,Meghalaya,107761.0,Alluvial Soil,high,Average,Medium,Medium,2383.429534,2123.4
Sugarcane,Whole Year ,Meghalaya,83.0,Alluvial Soil,low,High,Medium,High,2162.836478,2530.8
Wheat,Rabi       ,Meghalaya,2753.0,Alluvial Soil,low,High,High,Low,2613.413878,2332.2
Banana,Whole Year ,Puducherry,225.0,Red/Yellow Soil,high,High,High,High,3237.961596,3048.4
Cotton(lint),Kharif     ,Puducherry,575.0,Black Soil,low,High,High,Medium,2734.449172,2315.1
Groundnut,Kharif     ,Puducherry,1229.0,Alluvial Soil,high,Low,Medium,High,2240.714421,2379.1
Onion,Whole Year ,Puducherry,16.0,Alluvial Soil,low,High,Medium,Medium,2840.686176,2672.1
Ragi,Kharif     ,Puducherry,138.0,Laterile Soil,low,Low,Medium,High,2404.996136,3403.5
Rice,Kharif     ,Puducherry,26263.0,Black Soil,low,Average,Medium,Medium,2912.345494,2270.6
Sugarcane,Whole Year ,Puducherry,2117.0,Black Soil,high,High,Medium,High,2742.002921,1956.0
Cotton(lint),Kharif     ,West Bengal,1795.0,Black Soil,high,Average,Low,Low,1617.05753,2616.6
Groundnut,Kharif     ,West Bengal,2197.0,Black Soil,high,Low,Medium,Low,2198.77611,2011.9
Groundnut,Rabi       ,West Bengal,8679.0,Black Soil,high,High,High,Medium,2783.315567,2188.5
Groundnut,Summer     ,West Bengal,26029.0,Black Soil,low,Average,Medium,Low,2545.497182,2289.2
Potato,Whole Year ,West Bengal,299821.0,Black Soil,high,High,Medium,High,2192.873216,2079.3
Ragi,Kharif     ,West Bengal,12730.0,Black Soil,high,Low,Medium,High,2309.923145,2382.2
Rice,Autumn     ,West Bengal,353048.0,Black Soil,low,Low,High,Low,1928.129014,2620.0
Rice,Summer     ,West Bengal,1366273.0,Black Soil,high,High,High,High,2473.488014,3157.0
Rice,Winter     ,West Bengal,3783766.0,Black Soil,low,Average,Low,Medium,3163.206918,2801.6
Sugarcane,Whole Year ,West Bengal,19598.0,Black Soil,low,Low,Medium,Medium,2741.480017,2592.8
Wheat,Rabi       ,West Bengal,434004.0,Black Soil,high,High,High,High,3157.1251,2921.4
Banana,Whole Year ,Andhra Pradesh,39354.0,Black Soil,low,High,High,High,2764.719127,3261.7
Cotton(lint),Kharif     ,Andhra Pradesh,803274.0,Red/Yellow Soil,high,Low,High,Low,2808.243803,2682.1
Groundnut,Kharif     ,Andhra Pradesh,1270662.0,Red/Yellow Soil,high,Average,Low,Medium,3092.223606,2771.2
Groundnut,Rabi       ,Andhra Pradesh,198962.0,Red/Yellow Soil,high,High,Medium,Medium,2613.178978,2838.0
Onion,Kharif     ,Andhra Pradesh,15403.0,Red/Yellow Soil,low,High,Medium,High,2443.831804,2259.8
Onion,Rabi       ,Andhra Pradesh,11725.0,Red/Yellow Soil,low,Low,Low,Low,2809.797255,2879.2
Potato,Whole Year ,Andhra Pradesh,2672.0,Red/Yellow Soil,high,Average,Medium,High,2936.152071,2121.3
Ragi,Kharif     ,Andhra Pradesh,61644.0,Red/Yellow Soil,high,Low,High,Low,2356.010607,2886.1
Ragi,Rabi       ,Andhra Pradesh,9610.0,Red/Yellow Soil,high,Low,Medium,Low,2283.529275,2466.9
Rice,Kharif     ,Andhra Pradesh,2109301.0,Red/Yellow Soil,high,Low,Medium,Low,2541.65681,2372.2
Rice,Rabi       ,Andhra Pradesh,712766.0,Alluvial Soil,low,Low,High,Low,2749.44966,2803.1
Sugarcane,Whole Year ,Andhra Pradesh,232471.0,Alluvial Soil,high,Low,Low,Medium,2739.427315,2594.2
Wheat,Rabi       ,Andhra Pradesh,11044.0,Alluvial Soil,low,Average,High,Medium,2072.74972,2487.0
Banana,Whole Year ,Assam,42631.0,Alluvial Soil,low,Low,Medium,High,3073.48182,2178.4
Cotton(lint),Kharif     ,Assam,1556.0,Alluvial Soil,low,Average,High,Low,2307.650521,2392.7
Onion,Whole Year ,Assam,7500.0,Alluvial Soil,high,Average,Medium,Medium,2420.480501,2434.1
Potato,Whole Year ,Assam,75486.0,Alluvial Soil,low,Average,Low,Medium,2229.203692,2994.3
Rice,Autumn     ,Assam,464497.0,Alluvial Soil,low,High,Low,High,3309.498651,2468.3
Rice,Summer     ,Assam,327468.0,Alluvial Soil,low,Average,Low,High,2572.621201,1898.6
Rice,Winter     ,Assam,1748715.0,Black Soil,low,Average,Medium,Low,2244.707476,2752.8
Sugarcane,Whole Year ,Assam,25152.0,Black Soil,high,Low,Low,Low,2759.177065,2339.7
Wheat,Rabi       ,Assam,69061.0,Alluvial Soil,high,High,Low,Low,2730.740734,2068.2
Banana,Whole Year ,Goa,2116.0,Alluvial Soil,high,Average,Medium,Medium,2443.681893,2711.5
Groundnut,Kharif     ,Goa,241.0,Alluvial Soil,low,Average,Medium,Low,2752.182014,1743.4
Groundnut,Rabi       ,Goa,2148.0,Laterile Soil,low,Low,High,Low,2252.412412,2609.4
Ragi,Kharif     ,Goa,353.0,Red/Yellow Soil,low,Low,High,Low,2352.124518,1816.4
Rice,Kharif     ,Goa,33728.0,Black Soil,low,High,High,High,1896.935004,2206.1
Rice,Rabi       ,Goa,16441.0,Black Soil,low,High,High,Medium,2102.814675,2470.9
Sugarcane,Whole Year ,Goa,1188.0,Black Soil,high,High,Medium,Medium,3042.289242,2168.4
Banana,Whole Year ,Kerala,55668.0,Black Soil,low,High,High,Low,2992.428588,2175.0
Cotton(lint),Kharif     ,Kerala,3400.0,Black Soil,high,Low,High,High,2519.736595,2230.7
Groundnut,Kharif     ,Kerala,2422.0,Black Soil,high,High,Medium,Medium,2998.879434,2519.8
Ragi,Kharif     ,Kerala,1320.0,Black Soil,high,Average,High,Low,2451.977654,2527.6
Rice,Autumn     ,Kerala,112438.0,Black Soil,low,Average,Low,Low,2426.976909,2514.4
Rice,Summer     ,Kerala,41079.0,Black Soil,high,Low,High,High,2516.953195,2121.7
Rice,Winter     ,Kerala,157004.0,Black Soil,low,High,High,High,2462.523521,2319.3
Sugarcane,Whole Year ,Kerala,3758.0,Black Soil,high,Average,High,Medium,2435.441103,2308.7
Banana,Whole Year ,Tamil Nadu,76771.0,Black Soil,low,Low,High,Medium,2843.019432,2267.9
Cotton(lint),Kharif     ,Tamil Nadu,75572.0,Black Soil,low,High,Low,High,2545.040696,2479.8
Groundnut,Kharif     ,Tamil Nadu,502090.0,Black Soil,low,Low,Low,Low,2713.744529,2308.8
Onion,Whole Year ,Tamil Nadu,23492.0,Red/Yellow Soil,low,High,Low,High,2809.414158,2613.2
Potato,Whole Year ,Tamil Nadu,4537.0,Red/Yellow Soil,low,High,Medium,Low,2616.455739,2529.2
Ragi,Kharif     ,Tamil Nadu,104286.0,Red/Yellow Soil,high,High,High,High,2208.918602,2819.9
Rice,Kharif     ,Tamil Nadu,1516537.0,Red/Yellow Soil,high,High,Low,High,2094.140233,2555.0
Sugarcane,Whole Year ,Tamil Nadu,261416.0,Red/Yellow Soil,high,Low,Medium,Medium,2544.63419,2222.2
Cotton(lint),Kharif     ,West Bengal,823.0,Red/Yellow Soil,low,Low,Medium,Low,2448.623109,3013.3
Groundnut,Kharif     ,West Bengal,1368.0,Red/Yellow Soil,high,Low,Medium,Low,2526.217429,2047.9
Groundnut,Rabi       ,West Bengal,7020.0,Red/Yellow Soil,high,High,High,High,2495.183788,2375.8
Groundnut,Summer     ,West Bengal,22596.0,Red/Yellow Soil,high,Low,High,Low,3275.072098,2638.2
Potato,Summer     ,West Bengal,2395.0,Alluvial Soil,low,Average,High,Medium,2100.932123,2462.6
Potato,Winter     ,West Bengal,346906.0,Alluvial Soil,low,High,Low,Low,1903.016119,2685.5
Ragi,Kharif     ,West Bengal,13517.0,Alluvial Soil,low,High,High,High,2599.71305,2701.7
Rice,Autumn     ,West Bengal,384965.0,Alluvial Soil,low,Average,Low,Low,2387.073234,2447.5
Rice,Summer     ,West Bengal,1406078.0,Alluvial Soil,low,High,High,Low,2594.820361,2463.2
Rice,Winter     ,West Bengal,4051084.0,Alluvial Soil,low,High,Low,Medium,2675.164907,2887.5
Sugarcane,Whole Year ,West Bengal,19460.0,Alluvial Soil,low,Low,Medium,Low,2885.231409,2472.4
Wheat,Rabi       ,West Bengal,405350.0,Alluvial Soil,low,Average,High,Medium,2047.832254,2859.4
Banana,Whole Year ,Andhra Pradesh,38714.0,Alluvial Soil,low,Average,Low,High,2332.984631,2487.4
Cotton(lint),Kharif     ,Andhra Pradesh,836892.0,Black Soil,high,Average,Medium,Medium,2628.628378,2461.1
Groundnut,Kharif     ,Andhra Pradesh,1258479.0,Black Soil,low,High,High,Medium,2731.139079,2761.7
Groundnut,Rabi       ,Andhra Pradesh,234780.0,Alluvial Soil,high,High,Medium,Low,3158.034865,2451.8
Onion,Kharif     ,Andhra Pradesh,16862.0,Alluvial Soil,high,Low,High,High,2786.711191,3040.8
Onion,Rabi       ,Andhra Pradesh,12187.0,Alluvial Soil,low,Average,Low,Medium,2482.963421,2543.3
Potato,Whole Year ,Andhra Pradesh,2648.0,Alluvial Soil,high,High,High,High,2232.869274,2917.1
Ragi,Kharif     ,Andhra Pradesh,67597.0,Laterile Soil,high,Low,Low,Low,2330.713044,2741.6
Ragi,Rabi       ,Andhra Pradesh,10845.0,Laterile Soil,low,High,Medium,High,2322.189153,2971.6
Rice,Kharif     ,Andhra Pradesh,2108904.0,Black Soil,high,High,High,High,2696.570089,2608.3
Rice,Rabi       ,Andhra Pradesh,865734.0,Black Soil,high,Average,Medium,Low,2577.099234,2526.7
Sugarcane,Whole Year ,Andhra Pradesh,208969.0,Black Soil,low,Low,Low,Medium,2102.905129,2966.2
Wheat,Rabi       ,Andhra Pradesh,11928.0,Black Soil,low,Low,Medium,Low,2369.229559,2680.9
Banana,Whole Year ,Assam,42982.0,Black Soil,high,High,Low,Medium,2763.264266,2427.9
Cotton(lint),Kharif     ,Assam,1438.0,Black Soil,low,High,Low,High,2605.498706,2877.3
Onion,Whole Year ,Assam,7332.0,Black Soil,low,Low,High,Low,2670.593385,3051.9
Potato,Whole Year ,Assam,77894.0,Black Soil,high,Low,Medium,Medium,2614.876513,3036.2
Rice,Autumn     ,Assam,441143.0,Black Soil,high,High,Low,Low,2987.92922,3210.2
Rice,Summer     ,Assam,319480.0,Black Soil,high,High,Medium,Low,2570.812919,2822.1
Rice,Winter     ,Assam,1769203.0,Black Soil,high,High,Medium,Medium,2384.193161,2976.3
Sugarcane,Whole Year ,Assam,25431.0,Black Soil,low,Average,High,High,2225.273488,2423.0
Wheat,Rabi       ,Assam,69954.0,Black Soil,low,Average,Low,Low,2574.882837,2609.3
Banana,Whole Year ,Goa,2179.0,Black Soil,high,High,Medium,Low,1767.788796,2810.9
Groundnut,Kharif     ,Goa,325.0,Red/Yellow Soil,high,Low,Medium,Medium,2444.713299,2661.6
Groundnut,Rabi       ,Goa,2950.0,Red/Yellow Soil,high,Average,Medium,Low,2438.248042,2905.1
Ragi,Kharif     ,Goa,439.0,Red/Yellow Soil,high,Average,High,Medium,2090.658744,2865.0
Rice,Kharif     ,Goa,35471.0,Red/Yellow Soil,high,Low,Low,High,2221.520248,3022.7
Rice,Rabi       ,Goa,17330.0,Red/Yellow Soil,high,High,Medium,Low,2742.897259,2303.9
Sugarcane,Whole Year ,Goa,1210.0,Red/Yellow Soil,low,Average,Medium,High,2569.213525,1968.6
Banana,Whole Year ,Karnataka,33220.0,Red/Yellow Soil,high,Average,High,Low,2530.5365,2327.6
Cotton(lint),Kharif     ,Karnataka,316674.0,Red/Yellow Soil,high,High,High,Low,2591.90426,1799.9
Groundnut,Kharif     ,Karnataka,677779.0,Red/Yellow Soil,high,High,Medium,Medium,2527.788276,1901.2
Groundnut,Rabi       ,Karnataka,139464.0,Alluvial Soil,high,Average,Medium,Medium,2872.858769,1822.5
Onion,Whole Year ,Karnataka,101221.0,Alluvial Soil,high,Average,Low,High,2537.028755,2970.0
Potato,Whole Year ,Karnataka,53076.0,Alluvial Soil,low,Average,High,Low,2062.536066,2328.7
Ragi,Kharif     ,Karnataka,926430.0,Alluvial Soil,high,Low,High,Low,2989.038989,2031.0
Ragi,Rabi       ,Karnataka,65271.0,Alluvial Soil,high,High,High,High,2611.10208,2478.6
Ragi,Summer     ,Karnataka,6565.0,Alluvial Soil,high,Average,High,Medium,2323.223881,2229.9
Rice,Kharif     ,Karnataka,944272.0,Alluvial Soil,low,High,High,Low,2123.979485,2110.0
Rice,Rabi       ,Karnataka,54629.0,Alluvial Soil,low,Average,High,Low,2618.774266,3610.0
Rice,Summer     ,Karnataka,74998.0,Alluvial Soil,high,High,Medium,Low,2464.848399,4316.2
Sugarcane,Whole Year ,Karnataka,243341.0,Black Soil,high,Low,High,Medium,2972.244036,3080.7
Wheat,Rabi       ,Karnataka,231994.0,Black Soil,low,Average,Medium,Medium,2396.227816,1353.8
Banana,Whole Year ,Kerala,55906.0,Alluvial Soil,low,Low,Medium,Low,2248.785763,2105.8
Cotton(lint),Kharif     ,Kerala,2949.0,Alluvial Soil,low,High,High,Medium,2768.738865,2329.6
Groundnut,Kharif     ,Kerala,2687.0,Alluvial Soil,high,Low,Low,Low,2777.584568,2209.7
Ragi,Kharif     ,Kerala,1504.0,Alluvial Soil,high,High,Medium,Low,2550.59541,2651.4
Rice,Autumn     ,Kerala,102770.0,Black Soil,high,Average,High,High,2702.907114,2358.5
Rice,Summer     ,Kerala,37186.0,Black Soil,high,Low,Low,High,2488.693864,2150.8
Rice,Winter     ,Kerala,147384.0,Black Soil,low,High,High,High,2570.15953,1749.2
Sugarcane,Whole Year ,Kerala,3535.0,Black Soil,low,Average,High,Medium,2849.497265,2305.0
Banana,Whole Year ,Meghalaya,5628.0,Black Soil,low,Average,High,Medium,2687.5955,2072.2
Cotton(lint),Kharif     ,Meghalaya,7281.0,Black Soil,high,Average,Low,High,2449.217669,2027.5
Potato,Whole Year ,Meghalaya,18035.0,Black Soil,high,High,Low,Medium,2905.708764,2588.0
Rice,Kharif     ,Meghalaya,109721.0,Black Soil,high,Low,Low,Medium,1790.543388,2454.0
Sugarcane,Whole Year ,Meghalaya,83.0,Black Soil,low,High,Low,Medium,3115.621993,2105.3
Wheat,Rabi       ,Meghalaya,862.0,Black Soil,high,Low,High,High,1988.212272,2342.3
Banana,Whole Year ,Puducherry,280.0,Black Soil,low,Average,High,Low,2311.872153,2361.3
Cotton(lint),Kharif     ,Puducherry,453.0,Black Soil,low,Average,High,High,2487.724739,2820.2
Onion,Whole Year ,Puducherry,7.0,Black Soil,low,Low,Low,Low,2456.055799,2359.0
Ragi,Kharif     ,Puducherry,121.0,Black Soil,high,Low,High,High,2801.923312,2582.3
Rice,Kharif     ,Puducherry,25065.0,Red/Yellow Soil,low,Low,Low,Low,2182.649014,2851.9
Sugarcane,Whole Year ,Puducherry,1733.0,Red/Yellow Soil,low,High,Medium,Low,2578.230045,2221.4
Banana,Whole Year ,Tamil Nadu,71088.0,Red/Yellow Soil,high,High,High,Medium,2326.536371,2881.7
Cotton(lint),Kharif     ,Tamil Nadu,97777.0,Red/Yellow Soil,low,Low,Medium,Low,2588.542294,1712.5
Groundnut,Kharif     ,Tamil Nadu,591696.0,Red/Yellow Soil,low,High,Low,High,2480.568322,2340.2
Onion,Whole Year ,Tamil Nadu,23452.0,Red/Yellow Soil,high,Average,Low,High,2527.880696,2194.5
Potato,Whole Year ,Tamil Nadu,4341.0,Red/Yellow Soil,high,Average,Low,High,2335.02255,2212.0
Ragi,Kharif     ,Tamil Nadu,118439.0,Red/Yellow Soil,high,Average,Low,High,2346.980815,2225.4
Rice,Kharif     ,Tamil Nadu,1396651.0,Red/Yellow Soil,low,Average,High,Medium,2586.181754,2233.0
Sugarcane,Whole Year ,Tamil Nadu,192069.0,Alluvial Soil,low,High,Medium,Low,2783.114652,2363.9
Cotton(lint),Kharif     ,West Bengal,1429.0,Alluvial Soil,high,High,Low,Low,2320.5162,2149.0
Groundnut,Kharif     ,West Bengal,1792.0,Alluvial Soil,high,High,Medium,High,2239.369737,2242.3
Groundnut,Rabi       ,West Bengal,9173.0,Alluvial Soil,high,Average,Low,Medium,2684.03805,2162.2
Groundnut,Summer     ,West Bengal,34891.0,Alluvial Soil,low,High,High,Medium,2490.248832,2353.7
Potato,Whole Year ,West Bengal,308425.0,Alluvial Soil,high,Average,High,Medium,2749.14944,1836.7
Ragi,Kharif     ,West Bengal,13417.0,Alluvial Soil,low,Average,Low,Low,2228.260836,1872.0
Rice,Autumn     ,West Bengal,339753.0,Alluvial Soil,high,Low,Low,Low,1966.168322,2538.2
Rice,Summer     ,West Bengal,1390148.0,Alluvial Soil,low,Average,Medium,Low,2340.098775,1748.9
Rice,Winter     ,West Bengal,4126706.0,Black Soil,high,High,High,Medium,2270.094217,1737.7
Sugarcane,Whole Year ,West Bengal,16903.0,Black Soil,low,Low,Low,High,2476.36348,2295.2
Wheat,Rabi       ,West Bengal,425721.0,Alluvial Soil,high,Low,Medium,Low,2308.946436,1892.1
Banana,Whole Year ,Karnataka,41977.0,Alluvial Soil,high,Average,Medium,Medium,2722.305085,1922.9
Cotton(lint),Kharif     ,Karnataka,521860.0,Alluvial Soil,low,Average,High,High,2413.554921,1557.2
Groundnut,Kharif     ,Karnataka,812826.0,Laterile Soil,low,Average,Medium,Low,2545.14235,1599.9
Groundnut,Rabi       ,Karnataka,155751.0,Red/Yellow Soil,low,Average,High,High,2547.290368,1922.4
Onion,Whole Year ,Karnataka,136038.0,Alluvial Soil,high,High,High,Medium,2558.486528,2113.2
Potato,Whole Year ,Karnataka,51937.0,Alluvial Soil,high,Average,Medium,Medium,2492.761267,3180.4
Ragi,Kharif     ,Karnataka,840781.0,Alluvial Soil,high,Low,Low,High,2653.180207,2404.5
Ragi,Rabi       ,Karnataka,44613.0,Alluvial Soil,low,Low,Medium,Low,2261.30346,2169.9
Ragi,Summer     ,Karnataka,7447.0,Alluvial Soil,high,Average,Medium,Medium,2919.825378,3005.0
Rice,Kharif     ,Karnataka,1055061.0,Black Soil,high,Low,Low,High,2429.038785,2618.0
Rice,Rabi       ,Karnataka,43861.0,Black Soil,low,High,Medium,Medium,2106.535259,2530.0
Rice,Summer     ,Karnataka,209257.0,Black Soil,low,High,Low,Medium,2556.422007,1988.2
Wheat,Rabi       ,Karnataka,241991.0,Black Soil,low,High,Medium,Low,2244.645855,2670.1
Banana,Whole Year ,Kerala,58866.0,Black Soil,high,High,Low,Medium,2699.60036,3046.1
Cotton(lint),Kharif     ,Kerala,1472.0,Black Soil,high,High,High,Medium,3162.881673,3194.2
Groundnut,Kharif     ,Kerala,1346.0,Black Soil,low,Average,Medium,Medium,2264.028373,2793.6
Ragi,Kharif     ,Kerala,1383.0,Black Soil,high,Average,Medium,Medium,2599.7117,2935.1
Rice,Autumn     ,Kerala,105349.0,Black Soil,low,High,Medium,Low,1973.348323,2414.1
Rice,Summer     ,Kerala,35732.0,Black Soil,high,Average,Medium,Low,2636.171569,2504.9
Rice,Winter     ,Kerala,148893.0,Black Soil,low,High,Medium,Low,2234.28586,3476.8
Sugarcane,Whole Year ,Kerala,1921.0,Black Soil,high,Average,High,High,2312.549614,2841.6
Banana,Whole Year ,Meghalaya,6276.0,Black Soil,high,Low,High,Low,2169.614053,2981.4
Cotton(lint),Kharif     ,Meghalaya,7231.0,Black Soil,low,Low,Low,High,2719.645368,2544.5
Potato,Whole Year ,Meghalaya,17287.0,Black Soil,low,High,High,Medium,2802.191307,2884.1
Rice,Autumn     ,Meghalaya,32667.0,Red/Yellow Soil,high,Average,High,Low,2507.015564,3513.4
Rice,Summer     ,Meghalaya,9224.0,Red/Yellow Soil,high,Low,High,Medium,2240.671988,3001.9
Rice,Winter     ,Meghalaya,69659.0,Red/Yellow Soil,low,Average,Medium,High,2976.856911,2489.0
Sugarcane,Whole Year ,Meghalaya,84.0,Red/Yellow Soil,low,Low,Medium,Low,2274.876962,2950.9
Wheat,Rabi       ,Meghalaya,863.0,Red/Yellow Soil,low,Low,High,Low,1851.39031,2886.6
Banana,Whole Year ,Tamil Nadu,81498.0,Red/Yellow Soil,low,Average,Low,High,2637.516703,2637.7
Cotton(lint),Kharif     ,Tamil Nadu,129364.0,Red/Yellow Soil,high,High,Medium,Medium,2168.567598,2732.2
Groundnut,Kharif     ,Tamil Nadu,615877.0,Red/Yellow Soil,low,Average,Medium,Low,2796.582638,2868.9
Onion,Whole Year ,Tamil Nadu,26491.0,Red/Yellow Soil,high,Average,Low,Low,2385.658691,2931.3
Potato,Whole Year ,Tamil Nadu,5034.0,Alluvial Soil,high,High,Medium,High,2681.113972,2184.5
Ragi,Kharif     ,Tamil Nadu,108845.0,Alluvial Soil,high,Low,High,Low,2920.450104,2876.5
Rice,Kharif     ,Tamil Nadu,1872822.0,Alluvial Soil,high,High,Medium,Low,2137.342341,2715.6
Sugarcane,Whole Year ,Tamil Nadu,222188.0,Alluvial Soil,low,High,Medium,Low,2330.218861,2514.2
Banana,Whole Year ,Andhra Pradesh,45642.0,Alluvial Soil,low,High,Low,Medium,2477.298678,2612.9
Cotton(lint),Kharif     ,Andhra Pradesh,1032629.0,Alluvial Soil,low,Average,Medium,Low,2961.265396,2785.1
Groundnut,Kharif     ,Andhra Pradesh,1614668.0,Alluvial Soil,low,Low,Low,Low,2302.485185,2660.3
Groundnut,Rabi       ,Andhra Pradesh,260876.0,Alluvial Soil,low,Average,Low,Low,2321.648891,2568.4
Onion,Kharif     ,Andhra Pradesh,20434.0,Alluvial Soil,low,Low,Medium,Low,2643.442173,3249.3
Onion,Rabi       ,Andhra Pradesh,15952.0,Black Soil,high,High,Low,Low,2326.831382,2591.1
Potato,Whole Year ,Andhra Pradesh,3275.0,Black Soil,high,Low,Low,Medium,2545.757765,2320.2
Ragi,Kharif     ,Andhra Pradesh,56576.0,Alluvial Soil,low,Average,High,Medium,2034.538774,2718.0
Ragi,Rabi       ,Andhra Pradesh,9031.0,Alluvial Soil,low,Average,Medium,Medium,3164.298983,2365.4
Rice,Kharif     ,Andhra Pradesh,2526108.0,Alluvial Soil,low,Average,Medium,Low,2095.687231,2917.6
Rice,Rabi       ,Andhra Pradesh,1455643.0,Black Soil,low,Average,Low,Low,2403.474189,2583.2
Sugarcane,Whole Year ,Andhra Pradesh,229960.0,Black Soil,low,High,Medium,High,2490.255689,2755.4
Wheat,Rabi       ,Andhra Pradesh,11109.0,Black Soil,high,Average,Medium,High,3073.80644,2768.5
Banana,Whole Year ,Assam,41967.0,Black Soil,low,Average,High,High,2102.546266,2534.1
Cotton(lint),Kharif     ,Assam,1352.0,Black Soil,high,Average,Medium,High,3095.111241,2936.6
Onion,Whole Year ,Assam,7726.0,Black Soil,high,High,Medium,Medium,2727.153046,3287.7
Potato,Whole Year ,Assam,69638.0,Black Soil,low,High,Low,Medium,2625.128597,2762.5
Rice,Autumn     ,Assam,398316.0,Black Soil,high,Low,Medium,Medium,2204.609894,2683.1
Rice,Summer     ,Assam,314671.0,Black Soil,high,Average,Low,High,2671.342373,3270.7
Rice,Winter     ,Assam,1707340.0,Black Soil,high,High,High,High,2282.954013,2594.0
Sugarcane,Whole Year ,Assam,23426.0,Black Soil,low,Average,Medium,Medium,2879.998376,3055.6
Wheat,Rabi       ,Assam,49961.0,Black Soil,low,High,Low,Medium,2208.681391,2992.9
Banana,Whole Year ,Karnataka,43562.0,Black Soil,low,Average,Medium,Low,2466.052452,2885.5
Cotton(lint),Whole Year ,Karnataka,413310.0,Black Soil,high,Low,High,High,2333.418074,2225.5
Groundnut,Kharif     ,Karnataka,867704.0,Red/Yellow Soil,low,Average,Low,Medium,2203.743111,2820.3
Groundnut,Rabi       ,Karnataka,172368.0,Red/Yellow Soil,high,Low,Low,Low,2722.395945,2580.1
Onion,Kharif     ,Karnataka,136344.0,Red/Yellow Soil,high,Average,Medium,High,2660.637624,2610.5
